locus_tag	ftype	gene	EC_number	product
CKHGCHID_00001	CDS	trxB_1	1.8.1.9	Thioredoxin reductase
CKHGCHID_00001	gene	trxB_1		
CKHGCHID_00002	CDS	smrA_1	3.1.-.-	putative DNA endonuclease SmrA
CKHGCHID_00002	gene	smrA_1		
CKHGCHID_00003	CDS	ispF_1	4.6.1.12	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
CKHGCHID_00003	gene	ispF_1		
CKHGCHID_00004	CDS	ispD_1	2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
CKHGCHID_00004	gene	ispD_1		
CKHGCHID_00005	CDS			hypothetical protein
CKHGCHID_00005	gene			
CKHGCHID_00006	CDS	zraR_1		Transcriptional regulatory protein ZraR
CKHGCHID_00006	gene	zraR_1		
CKHGCHID_00007	CDS	kinA_1	2.7.13.3	Sporulation kinase A
CKHGCHID_00007	gene	kinA_1		
CKHGCHID_00008	CDS			hypothetical protein
CKHGCHID_00008	gene			
CKHGCHID_00009	CDS			hypothetical protein
CKHGCHID_00009	gene			
CKHGCHID_00010	CDS			hypothetical protein
CKHGCHID_00010	gene			
CKHGCHID_00011	CDS		3.1.2.-	putative acyl-CoA thioester hydrolase
CKHGCHID_00011	gene			
CKHGCHID_00012	CDS			hypothetical protein
CKHGCHID_00012	gene			
CKHGCHID_00013	CDS			hypothetical protein
CKHGCHID_00013	gene			
CKHGCHID_00014	CDS	metC_1	4.4.1.8	Cystathionine beta-lyase
CKHGCHID_00014	gene	metC_1		
CKHGCHID_00015	CDS	cbs_1	4.2.1.22	Putative cystathionine beta-synthase
CKHGCHID_00015	gene	cbs_1		
CKHGCHID_00016	CDS	sufS_1	2.8.1.7	Cysteine desulfurase SufS
CKHGCHID_00016	gene	sufS_1		
CKHGCHID_00017	CDS			hypothetical protein
CKHGCHID_00017	gene			
CKHGCHID_00018	CDS	ephD	1.-.-.-	putative oxidoreductase EphD
CKHGCHID_00018	gene	ephD		
CKHGCHID_00019	CDS	yabJ_1	3.5.99.10	2-iminobutanoate/2-iminopropanoate deaminase
CKHGCHID_00019	gene	yabJ_1		
