locus_tag	ftype	gene	EC_number	product
KOHBPAPH_00001	CDS			hypothetical protein
KOHBPAPH_00001	gene			
KOHBPAPH_00002	CDS			hypothetical protein
KOHBPAPH_00002	gene			
KOHBPAPH_00003	CDS	cobB	3.5.1.-	NAD-dependent protein deacylase
KOHBPAPH_00003	gene	cobB		
KOHBPAPH_00004	tRNA			tRNA-Lys(ttt)
KOHBPAPH_00004	gene			
KOHBPAPH_00005	CDS			hypothetical protein
KOHBPAPH_00005	gene			
KOHBPAPH_00006	CDS	tdh	1.1.1.103	L-threonine 3-dehydrogenase
KOHBPAPH_00006	gene	tdh		
KOHBPAPH_00007	CDS	kbl	2.3.1.29	2-amino-3-ketobutyrate coenzyme A ligase
KOHBPAPH_00007	gene	kbl		
KOHBPAPH_00008	CDS			hypothetical protein
KOHBPAPH_00008	gene			
KOHBPAPH_00009	CDS			hypothetical protein
KOHBPAPH_00009	gene			
KOHBPAPH_00010	CDS	natB		ABC transporter permease protein NatB
KOHBPAPH_00010	gene	natB		
KOHBPAPH_00011	CDS	natA_1		ABC transporter ATP-binding protein NatA
KOHBPAPH_00011	gene	natA_1		
KOHBPAPH_00012	CDS			S-adenosylmethionine/S-adenosylhomocysteine transporter
KOHBPAPH_00012	gene			
KOHBPAPH_00013	CDS	ogt	2.1.1.63	Methylated-DNA--protein-cysteine methyltransferase
KOHBPAPH_00013	gene	ogt		
KOHBPAPH_00014	CDS			hypothetical protein
KOHBPAPH_00014	gene			
KOHBPAPH_00015	CDS	plsY	2.3.1.-	Glycerol-3-phosphate acyltransferase
KOHBPAPH_00015	gene	plsY		
KOHBPAPH_00016	CDS	bamA_1		Outer membrane protein assembly factor BamA
KOHBPAPH_00016	gene	bamA_1		
KOHBPAPH_00017	CDS			hypothetical protein
KOHBPAPH_00017	gene			
KOHBPAPH_00018	CDS	puf2C		Cytochrome c-554
KOHBPAPH_00018	gene	puf2C		
KOHBPAPH_00019	CDS			hypothetical protein
KOHBPAPH_00019	gene			
KOHBPAPH_00020	CDS			hypothetical protein
KOHBPAPH_00020	gene			
KOHBPAPH_00021	CDS			hypothetical protein
KOHBPAPH_00021	gene			
KOHBPAPH_00022	tRNA			tRNA-Arg(tct)
KOHBPAPH_00022	gene			
KOHBPAPH_00023	CDS	hcf136_1		Ycf48-like protein
KOHBPAPH_00023	gene	hcf136_1		
KOHBPAPH_00024	CDS			hypothetical protein
KOHBPAPH_00024	gene			
KOHBPAPH_00025	CDS			hypothetical protein
KOHBPAPH_00025	gene			
KOHBPAPH_00026	CDS	baeB	3.-.-.-	putative polyketide biosynthesis zinc-dependent hydrolase BaeB
KOHBPAPH_00026	gene	baeB		
KOHBPAPH_00027	CDS			hypothetical protein
KOHBPAPH_00027	gene			
KOHBPAPH_00028	CDS			hypothetical protein
KOHBPAPH_00028	gene			
KOHBPAPH_00029	CDS	estB	3.1.1.1	Carboxylesterase 2
KOHBPAPH_00029	gene	estB		
KOHBPAPH_00030	CDS	csp		Cold shock protein 1
KOHBPAPH_00030	gene	csp		
KOHBPAPH_00031	CDS			hypothetical protein
KOHBPAPH_00031	gene			
KOHBPAPH_00032	CDS			hypothetical protein
KOHBPAPH_00032	gene			
KOHBPAPH_00033	CDS			hypothetical protein
KOHBPAPH_00033	gene			
KOHBPAPH_00034	CDS			hypothetical protein
KOHBPAPH_00034	gene			
KOHBPAPH_00035	CDS	dadA	1.4.99.-	D-amino acid dehydrogenase
KOHBPAPH_00035	gene	dadA		
KOHBPAPH_00036	tRNA			tRNA-Met(cat)
KOHBPAPH_00036	gene			
KOHBPAPH_00037	CDS			hypothetical protein
KOHBPAPH_00037	gene			
KOHBPAPH_00038	CDS	speB	3.5.3.11	Agmatinase
KOHBPAPH_00038	gene	speB		
KOHBPAPH_00039	CDS	galK_1	2.7.1.6	Galactokinase
KOHBPAPH_00039	gene	galK_1		
KOHBPAPH_00040	CDS	sglT_1		Sodium/glucose cotransporter
KOHBPAPH_00040	gene	sglT_1		
KOHBPAPH_00041	CDS	bcp	1.11.1.15	Putative peroxiredoxin bcp
KOHBPAPH_00041	gene	bcp		
KOHBPAPH_00042	CDS			hypothetical protein
KOHBPAPH_00042	gene			
KOHBPAPH_00043	CDS			hypothetical protein
KOHBPAPH_00043	gene			
KOHBPAPH_00044	CDS	gnu	5.1.3.26	N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 4-epimerase
KOHBPAPH_00044	gene	gnu		
KOHBPAPH_00045	CDS			hypothetical protein
KOHBPAPH_00045	gene			
KOHBPAPH_00046	CDS	carH		HTH-type transcriptional repressor CarH
KOHBPAPH_00046	gene	carH		
KOHBPAPH_00047	CDS			hypothetical protein
KOHBPAPH_00047	gene			
KOHBPAPH_00048	CDS	dus	1.3.1.-	putative tRNA-dihydrouridine synthase
KOHBPAPH_00048	gene	dus		
KOHBPAPH_00049	CDS	rocA	1.2.1.88	1-pyrroline-5-carboxylate dehydrogenase
KOHBPAPH_00049	gene	rocA		
KOHBPAPH_00050	CDS	arcC1	2.7.2.2	Carbamate kinase 1
KOHBPAPH_00050	gene	arcC1		
KOHBPAPH_00051	CDS	sucC	6.2.1.5	Succinate--CoA ligase [ADP-forming] subunit beta
KOHBPAPH_00051	gene	sucC		
KOHBPAPH_00052	CDS	sucD	6.2.1.5	Succinate--CoA ligase [ADP-forming] subunit alpha
KOHBPAPH_00052	gene	sucD		
KOHBPAPH_00053	CDS	ndk	2.7.4.6	Nucleoside diphosphate kinase
KOHBPAPH_00053	gene	ndk		
KOHBPAPH_00054	CDS	ftsN		Cell division protein FtsN
KOHBPAPH_00054	gene	ftsN		
KOHBPAPH_00055	CDS			hypothetical protein
KOHBPAPH_00055	gene			
KOHBPAPH_00056	CDS	mutL		DNA mismatch repair protein MutL
KOHBPAPH_00056	gene	mutL		
KOHBPAPH_00057	CDS	miaA	2.5.1.75	tRNA dimethylallyltransferase
KOHBPAPH_00057	gene	miaA		
KOHBPAPH_00058	CDS			hypothetical protein
KOHBPAPH_00058	gene			
KOHBPAPH_00059	CDS	sigW_1		ECF RNA polymerase sigma factor SigW
KOHBPAPH_00059	gene	sigW_1		
KOHBPAPH_00060	CDS			hypothetical protein
KOHBPAPH_00060	gene			
KOHBPAPH_00061	CDS	uppP	3.6.1.27	Undecaprenyl-diphosphatase
KOHBPAPH_00061	gene	uppP		
KOHBPAPH_00062	CDS	yfiH		Laccase domain protein YfiH
KOHBPAPH_00062	gene	yfiH		
