locus_tag	ftype	gene	EC_number	product
GPPMPBPP_00001	CDS	luxR		HTH-type transcriptional regulator LuxR
GPPMPBPP_00001	gene	luxR		
GPPMPBPP_00002	CDS	echA8_1	4.2.1.17	putative enoyl-CoA hydratase echA8
GPPMPBPP_00002	gene	echA8_1		
GPPMPBPP_00003	CDS			hypothetical protein
GPPMPBPP_00003	gene			
GPPMPBPP_00004	CDS	aiiM	3.1.1.81	N-acyl homoserine lactonase
GPPMPBPP_00004	gene	aiiM		
GPPMPBPP_00005	CDS			hypothetical protein
GPPMPBPP_00005	gene			
GPPMPBPP_00006	CDS	hdhA	1.1.1.159	7-alpha-hydroxysteroid dehydrogenase
GPPMPBPP_00006	gene	hdhA		
GPPMPBPP_00007	CDS		1.3.99.-	Putative acyl-CoA dehydrogenase FadE17
GPPMPBPP_00007	gene			
GPPMPBPP_00008	CDS			hypothetical protein
GPPMPBPP_00008	gene			
GPPMPBPP_00009	CDS		1.-.-.-	putative oxidoreductase
GPPMPBPP_00009	gene			
GPPMPBPP_00010	CDS	glnS	6.1.1.18	Glutamine--tRNA ligase
GPPMPBPP_00010	gene	glnS		
GPPMPBPP_00011	CDS	atpG		ATP synthase gamma chain
GPPMPBPP_00011	gene	atpG		
GPPMPBPP_00012	CDS	atpA	3.6.3.14	ATP synthase subunit alpha
GPPMPBPP_00012	gene	atpA		
GPPMPBPP_00013	CDS	atpH		ATP synthase subunit delta
GPPMPBPP_00013	gene	atpH		
GPPMPBPP_00014	CDS	atpF		ATP synthase subunit b
GPPMPBPP_00014	gene	atpF		
GPPMPBPP_00015	CDS	atpE		ATP synthase subunit c
GPPMPBPP_00015	gene	atpE		
GPPMPBPP_00016	CDS	atpB		ATP synthase subunit a
GPPMPBPP_00016	gene	atpB		
GPPMPBPP_00017	CDS			hypothetical protein
GPPMPBPP_00017	gene			
GPPMPBPP_00018	CDS	pheS	6.1.1.20	Phenylalanine--tRNA ligase alpha subunit
GPPMPBPP_00018	gene	pheS		
GPPMPBPP_00019	CDS		2.1.1.-	Putative TrmH family tRNA/rRNA methyltransferase
GPPMPBPP_00019	gene			
GPPMPBPP_00020	CDS	rplT		50S ribosomal protein L20
GPPMPBPP_00020	gene	rplT		
GPPMPBPP_00021	CDS	allC	3.5.3.-	Allantoate amidohydrolase
GPPMPBPP_00021	gene	allC		
GPPMPBPP_00022	CDS		3.5.1.77	N-carbamoyl-D-amino acid hydrolase
GPPMPBPP_00022	gene			
GPPMPBPP_00023	CDS	pucD_1	1.17.1.4	putative xanthine dehydrogenase subunit D
GPPMPBPP_00023	gene	pucD_1		
GPPMPBPP_00024	CDS		3.5.4.32	8-oxoguanine deaminase
GPPMPBPP_00024	gene			
GPPMPBPP_00025	CDS	pucD_2	1.17.1.4	putative xanthine dehydrogenase subunit D
GPPMPBPP_00025	gene	pucD_2		
GPPMPBPP_00026	CDS	cutS	1.2.5.3	Carbon monoxide dehydrogenase small chain
GPPMPBPP_00026	gene	cutS		
GPPMPBPP_00027	CDS	yfdE_1	2.8.3.19	Acetyl-CoA:oxalate CoA-transferase
GPPMPBPP_00027	gene	yfdE_1		
GPPMPBPP_00028	CDS	bbsG_1	1.3.8.3	(R)-benzylsuccinyl-CoA dehydrogenase
GPPMPBPP_00028	gene	bbsG_1		
GPPMPBPP_00029	CDS			hypothetical protein
GPPMPBPP_00029	gene			
GPPMPBPP_00030	CDS		1.3.99.-	Acyl-CoA dehydrogenase FadE34
GPPMPBPP_00030	gene			
GPPMPBPP_00031	CDS		1.3.99.-	Acyl-CoA dehydrogenase FadE27
GPPMPBPP_00031	gene			
GPPMPBPP_00032	CDS	crt_1	4.2.1.150	Short-chain-enoyl-CoA hydratase
GPPMPBPP_00032	gene	crt_1		
GPPMPBPP_00033	CDS		1.3.99.-	Putative acyl-CoA dehydrogenase FadE17
GPPMPBPP_00033	gene			
GPPMPBPP_00034	CDS			hypothetical protein
GPPMPBPP_00034	gene			
GPPMPBPP_00035	CDS	ctaB	2.5.1.-	Protoheme IX farnesyltransferase
GPPMPBPP_00035	gene	ctaB		
GPPMPBPP_00036	CDS	ctaA	1.3.-.-	Heme A synthase
GPPMPBPP_00036	gene	ctaA		
GPPMPBPP_00037	CDS	clpS		ATP-dependent Clp protease adapter protein ClpS
GPPMPBPP_00037	gene	clpS		
GPPMPBPP_00038	CDS			hypothetical protein
GPPMPBPP_00038	gene			
GPPMPBPP_00039	tRNA			tRNA-Glu(ttc)
GPPMPBPP_00039	gene			
GPPMPBPP_00040	CDS	mprB	2.7.13.3	Signal transduction histidine-protein kinase/phosphatase MprB
GPPMPBPP_00040	gene	mprB		
GPPMPBPP_00041	CDS	mprA		Response regulator MprA
GPPMPBPP_00041	gene	mprA		
GPPMPBPP_00042	CDS			hypothetical protein
GPPMPBPP_00042	gene			
GPPMPBPP_00043	CDS	bamB		Outer membrane protein assembly factor BamB
GPPMPBPP_00043	gene	bamB		
GPPMPBPP_00044	CDS	fgd2_1	1.1.98.-	F420-dependent hydroxymycolic acid dehydrogenase
GPPMPBPP_00044	gene	fgd2_1		
GPPMPBPP_00045	CDS	rpmB		50S ribosomal protein L28
GPPMPBPP_00045	gene	rpmB		
GPPMPBPP_00046	CDS	rpmG2		50S ribosomal protein L33 2
GPPMPBPP_00046	gene	rpmG2		
GPPMPBPP_00047	CDS			hypothetical protein
GPPMPBPP_00047	gene			
GPPMPBPP_00048	CDS			hypothetical protein
GPPMPBPP_00048	gene			
GPPMPBPP_00049	tRNA			tRNA-Asp(gtc)
GPPMPBPP_00049	gene			
GPPMPBPP_00050	tRNA			tRNA-Phe(gaa)
GPPMPBPP_00050	gene			
GPPMPBPP_00051	CDS		1.1.1.38	NAD-dependent malic enzyme
GPPMPBPP_00051	gene			
GPPMPBPP_00052	CDS			hypothetical protein
GPPMPBPP_00052	gene			
GPPMPBPP_00053	CDS	sadH_1	1.-.-.-	Putative oxidoreductase SadH
GPPMPBPP_00053	gene	sadH_1		
GPPMPBPP_00054	CDS		1.13.12.-	Putative monooxygenase
GPPMPBPP_00054	gene			
GPPMPBPP_00055	CDS			hypothetical protein
GPPMPBPP_00055	gene			
GPPMPBPP_00056	CDS			hypothetical protein
GPPMPBPP_00056	gene			
GPPMPBPP_00057	CDS	cimA	2.3.1.182	(R)-citramalate synthase
GPPMPBPP_00057	gene	cimA		
GPPMPBPP_00058	CDS		3.6.3.-	Multidrug efflux ATP-binding/permease protein
GPPMPBPP_00058	gene			
GPPMPBPP_00059	CDS		3.6.3.-	Putative multidrug export ATP-binding/permease protein
GPPMPBPP_00059	gene			
GPPMPBPP_00060	CDS			hypothetical protein
GPPMPBPP_00060	gene			
GPPMPBPP_00061	CDS	lcfB_1	6.2.1.3	Long-chain-fatty-acid--CoA ligase
GPPMPBPP_00061	gene	lcfB_1		
GPPMPBPP_00062	CDS		1.3.1.103	2-haloacrylate reductase
GPPMPBPP_00062	gene			
GPPMPBPP_00063	CDS			hypothetical protein
GPPMPBPP_00063	gene			
GPPMPBPP_00064	CDS			hypothetical protein
GPPMPBPP_00064	gene			
GPPMPBPP_00065	CDS	limB_1	1.14.13.107	Limonene 1,2-monooxygenase
GPPMPBPP_00065	gene	limB_1		
GPPMPBPP_00066	CDS			hypothetical protein
GPPMPBPP_00066	gene			
GPPMPBPP_00067	CDS	tsaC1_1	1.2.1.62	4-formylbenzenesulfonate dehydrogenase TsaC1/TsaC2
GPPMPBPP_00067	gene	tsaC1_1		
GPPMPBPP_00068	CDS	uctC_1	2.8.3.19	Acetyl-CoA:oxalate CoA-transferase
GPPMPBPP_00068	gene	uctC_1		
GPPMPBPP_00069	CDS	rdpA_1	1.14.11.44	(R)-phenoxypropionate/alpha-ketoglutarate-dioxygenase
GPPMPBPP_00069	gene	rdpA_1		
GPPMPBPP_00070	CDS	limB_2	1.14.13.107	Limonene 1,2-monooxygenase
GPPMPBPP_00070	gene	limB_2		
GPPMPBPP_00071	CDS			hypothetical protein
GPPMPBPP_00071	gene			
GPPMPBPP_00072	CDS	aes	3.1.1.-	Acetyl esterase
GPPMPBPP_00072	gene	aes		
GPPMPBPP_00073	CDS		1.14.-.-	Putative cytochrome P450 126
GPPMPBPP_00073	gene			
GPPMPBPP_00074	CDS	glmM	5.4.2.10	Phosphoglucosamine mutase
GPPMPBPP_00074	gene	glmM		
GPPMPBPP_00075	CDS			hypothetical protein
GPPMPBPP_00075	gene			
GPPMPBPP_00076	CDS		1.6.3.5	Renalase
GPPMPBPP_00076	gene			
GPPMPBPP_00077	CDS			hypothetical protein
GPPMPBPP_00077	gene			
GPPMPBPP_00078	CDS			hypothetical protein
GPPMPBPP_00078	gene			
GPPMPBPP_00079	CDS	ptlD	1.14.11.36	Pentalenolactone F synthase
GPPMPBPP_00079	gene	ptlD		
GPPMPBPP_00080	CDS			Immunogenic protein MPB70
GPPMPBPP_00080	gene			
GPPMPBPP_00081	CDS	rplV		50S ribosomal protein L22
GPPMPBPP_00081	gene	rplV		
GPPMPBPP_00082	CDS	rpsS		30S ribosomal protein S19
GPPMPBPP_00082	gene	rpsS		
GPPMPBPP_00083	CDS	rplB		50S ribosomal protein L2
GPPMPBPP_00083	gene	rplB		
GPPMPBPP_00084	CDS	rplW		50S ribosomal protein L23
GPPMPBPP_00084	gene	rplW		
GPPMPBPP_00085	CDS	rplD		50S ribosomal protein L4
GPPMPBPP_00085	gene	rplD		
GPPMPBPP_00086	CDS	rplC		50S ribosomal protein L3
GPPMPBPP_00086	gene	rplC		
GPPMPBPP_00087	CDS	rpsJ		30S ribosomal protein S10
GPPMPBPP_00087	gene	rpsJ		
GPPMPBPP_00088	CDS	tuf		Elongation factor Tu
GPPMPBPP_00088	gene	tuf		
GPPMPBPP_00089	CDS	fusA		Elongation factor G
GPPMPBPP_00089	gene	fusA		
GPPMPBPP_00090	CDS			hypothetical protein
GPPMPBPP_00090	gene			
GPPMPBPP_00091	CDS			hypothetical protein
GPPMPBPP_00091	gene			
GPPMPBPP_00092	CDS	ahcY	3.3.1.1	Adenosylhomocysteinase
GPPMPBPP_00092	gene	ahcY		
GPPMPBPP_00093	CDS			hypothetical protein
GPPMPBPP_00093	gene			
GPPMPBPP_00094	CDS			hypothetical protein
GPPMPBPP_00094	gene			
GPPMPBPP_00095	CDS			hypothetical protein
GPPMPBPP_00095	gene			
GPPMPBPP_00096	CDS	ribZ_1		Riboflavin transporter RibZ
GPPMPBPP_00096	gene	ribZ_1		
GPPMPBPP_00097	CDS	gloA	4.4.1.5	Lactoylglutathione lyase
GPPMPBPP_00097	gene	gloA		
