locus_tag	ftype	gene	EC_number	product
CFLHHANF_00001	CDS			hypothetical protein
CFLHHANF_00001	gene			
CFLHHANF_00002	CDS	apaH	3.6.1.41	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
CFLHHANF_00002	gene	apaH		
CFLHHANF_00003	CDS			hypothetical protein
CFLHHANF_00003	gene			
CFLHHANF_00004	CDS			hypothetical protein
CFLHHANF_00004	gene			
CFLHHANF_00005	CDS			hypothetical protein
CFLHHANF_00005	gene			
CFLHHANF_00006	CDS			hypothetical protein
CFLHHANF_00006	gene			
CFLHHANF_00007	CDS			hypothetical protein
CFLHHANF_00007	gene			
CFLHHANF_00008	CDS		2.6.1.57	Aromatic-amino-acid aminotransferase 2
CFLHHANF_00008	gene			
CFLHHANF_00009	CDS	sufS_1	2.8.1.7	Cysteine desulfurase
CFLHHANF_00009	gene	sufS_1		
CFLHHANF_00010	CDS	hmgB_1	2.3.3.10	Hydroxymethylglutaryl-CoA synthase
CFLHHANF_00010	gene	hmgB_1		
CFLHHANF_00011	CDS	tyrS_1	6.1.1.1	Tyrosine--tRNA ligase
CFLHHANF_00011	gene	tyrS_1		
CFLHHANF_00012	CDS			hypothetical protein
CFLHHANF_00012	gene			
CFLHHANF_00013	CDS			hypothetical protein
CFLHHANF_00013	gene			
CFLHHANF_00014	CDS	ribH_1	2.5.1.78	6,7-dimethyl-8-ribityllumazine synthase
CFLHHANF_00014	gene	ribH_1		
CFLHHANF_00015	CDS			hypothetical protein
CFLHHANF_00015	gene			
CFLHHANF_00016	CDS	ribL_1	2.7.7.2	FAD synthase
CFLHHANF_00016	gene	ribL_1		
CFLHHANF_00017	CDS	ribB_1	4.1.99.12	3,4-dihydroxy-2-butanone 4-phosphate synthase
CFLHHANF_00017	gene	ribB_1		
CFLHHANF_00018	CDS			hypothetical protein
CFLHHANF_00018	gene			
CFLHHANF_00019	CDS	maf_1		Septum formation protein Maf
CFLHHANF_00019	gene	maf_1		
CFLHHANF_00020	CDS	mntR_1		Transcriptional regulator MntR
CFLHHANF_00020	gene	mntR_1		
CFLHHANF_00021	CDS			hypothetical protein
CFLHHANF_00021	gene			
CFLHHANF_00022	CDS			hypothetical protein
CFLHHANF_00022	gene			
CFLHHANF_00023	CDS			Small-conductance mechanosensitive channel MscMJ
CFLHHANF_00023	gene			
CFLHHANF_00024	CDS	gpmA	5.4.2.11	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
CFLHHANF_00024	gene	gpmA		
CFLHHANF_00025	CDS			hypothetical protein
CFLHHANF_00025	gene			
CFLHHANF_00026	CDS	hdrD_1	1.8.98.1	CoB--CoM heterodisulfide reductase iron-sulfur subunit D
CFLHHANF_00026	gene	hdrD_1		
CFLHHANF_00027	CDS	rsxB_1		Electron transport complex subunit RsxB
CFLHHANF_00027	gene	rsxB_1		
CFLHHANF_00028	CDS			hypothetical protein
CFLHHANF_00028	gene			
CFLHHANF_00029	CDS	ogt_1	2.1.1.63	Methylated-DNA--protein-cysteine methyltransferase
CFLHHANF_00029	gene	ogt_1		
CFLHHANF_00030	CDS	purF_1	2.4.2.14	Amidophosphoribosyltransferase
CFLHHANF_00030	gene	purF_1		
CFLHHANF_00031	CDS			hypothetical protein
CFLHHANF_00031	gene			
CFLHHANF_00032	CDS			hypothetical protein
CFLHHANF_00032	gene			
