locus_tag	ftype	gene	EC_number	product
IFGJHFNK_00001	CDS			hypothetical protein
IFGJHFNK_00001	gene			
IFGJHFNK_00002	CDS			hypothetical protein
IFGJHFNK_00002	gene			
IFGJHFNK_00003	CDS			hypothetical protein
IFGJHFNK_00003	gene			
IFGJHFNK_00004	CDS	guaB_1	1.1.1.205	Inosine-5'-monophosphate dehydrogenase
IFGJHFNK_00004	gene	guaB_1		
IFGJHFNK_00005	CDS			Universal stress protein
IFGJHFNK_00005	gene			
IFGJHFNK_00006	CDS			hypothetical protein
IFGJHFNK_00006	gene			
IFGJHFNK_00007	CDS			hypothetical protein
IFGJHFNK_00007	gene			
IFGJHFNK_00008	CDS		3.6.4.13	putative ATP-dependent RNA helicase
IFGJHFNK_00008	gene			
IFGJHFNK_00009	CDS			hypothetical protein
IFGJHFNK_00009	gene			
IFGJHFNK_00010	CDS			hypothetical protein
IFGJHFNK_00010	gene			
IFGJHFNK_00011	CDS			hypothetical protein
IFGJHFNK_00011	gene			
IFGJHFNK_00012	CDS			hypothetical protein
IFGJHFNK_00012	gene			
IFGJHFNK_00013	CDS			hypothetical protein
IFGJHFNK_00013	gene			
IFGJHFNK_00014	CDS			hypothetical protein
IFGJHFNK_00014	gene			
IFGJHFNK_00015	CDS			hypothetical protein
IFGJHFNK_00015	gene			
IFGJHFNK_00016	CDS		5.1.3.11	Cellobiose 2-epimerase
IFGJHFNK_00016	gene			
IFGJHFNK_00017	CDS			hypothetical protein
IFGJHFNK_00017	gene			
IFGJHFNK_00018	CDS			hypothetical protein
IFGJHFNK_00018	gene			
IFGJHFNK_00019	CDS	adh_1	1.1.1.1	NAD-dependent alcohol dehydrogenase
IFGJHFNK_00019	gene	adh_1		
IFGJHFNK_00020	CDS			hypothetical protein
IFGJHFNK_00020	gene			
IFGJHFNK_00021	CDS	tfe_1		Transcription factor E
IFGJHFNK_00021	gene	tfe_1		
IFGJHFNK_00022	CDS		2.1.1.206	tRNA (cytidine(56)-2'-O)-methyltransferase
IFGJHFNK_00022	gene			
IFGJHFNK_00023	CDS	hflX_1		GTPase HflX
IFGJHFNK_00023	gene	hflX_1		
IFGJHFNK_00024	CDS			hypothetical protein
IFGJHFNK_00024	gene			
IFGJHFNK_00025	CDS			hypothetical protein
IFGJHFNK_00025	gene			
IFGJHFNK_00026	CDS			hypothetical protein
IFGJHFNK_00026	gene			
IFGJHFNK_00027	CDS			Putative nickel-responsive regulator
IFGJHFNK_00027	gene			
IFGJHFNK_00028	CDS	smc_1		Chromosome partition protein Smc
IFGJHFNK_00028	gene	smc_1		
IFGJHFNK_00029	CDS	aglE_1	2.4.1.-	Glycosyltransferase AglE
IFGJHFNK_00029	gene	aglE_1		
IFGJHFNK_00030	CDS	zfx_1		Zinc-containing ferredoxin
IFGJHFNK_00030	gene	zfx_1		
IFGJHFNK_00031	CDS	nadK_1	2.7.1.23	NAD kinase
IFGJHFNK_00031	gene	nadK_1		
IFGJHFNK_00032	CDS	aroE_1	1.1.1.25	Shikimate dehydrogenase (NADP(+))
IFGJHFNK_00032	gene	aroE_1		
IFGJHFNK_00033	CDS	aroD_1	4.2.1.10	3-dehydroquinate dehydratase
IFGJHFNK_00033	gene	aroD_1		
