locus_tag	ftype	gene	EC_number	product
HNEDKCNO_00001	CDS			hypothetical protein
HNEDKCNO_00001	gene			
HNEDKCNO_00002	CDS			hypothetical protein
HNEDKCNO_00002	gene			
HNEDKCNO_00003	CDS			hypothetical protein
HNEDKCNO_00003	gene			
HNEDKCNO_00004	CDS			hypothetical protein
HNEDKCNO_00004	gene			
HNEDKCNO_00005	CDS			hypothetical protein
HNEDKCNO_00005	gene			
HNEDKCNO_00006	CDS			hypothetical protein
HNEDKCNO_00006	gene			
HNEDKCNO_00007	CDS	erpA		Iron-sulfur cluster insertion protein ErpA
HNEDKCNO_00007	gene	erpA		
HNEDKCNO_00008	CDS	dgt		Deoxyguanosinetriphosphate triphosphohydrolase-like protein
HNEDKCNO_00008	gene	dgt		
HNEDKCNO_00009	CDS	argS	6.1.1.19	Arginine--tRNA ligase
HNEDKCNO_00009	gene	argS		
HNEDKCNO_00010	CDS			hypothetical protein
HNEDKCNO_00010	gene			
HNEDKCNO_00011	CDS	leuC	4.2.1.33	3-isopropylmalate dehydratase large subunit
HNEDKCNO_00011	gene	leuC		
HNEDKCNO_00012	CDS	leuD1	4.2.1.33	3-isopropylmalate dehydratase small subunit 1
HNEDKCNO_00012	gene	leuD1		
HNEDKCNO_00013	CDS	benM		HTH-type transcriptional regulator BenM
HNEDKCNO_00013	gene	benM		
HNEDKCNO_00014	CDS			hypothetical protein
HNEDKCNO_00014	gene			
HNEDKCNO_00015	CDS	gatZ		D-tagatose-1,6-bisphosphate aldolase subunit GatZ
HNEDKCNO_00015	gene	gatZ		
HNEDKCNO_00016	CDS	nagA	3.5.1.25	N-acetylglucosamine-6-phosphate deacetylase
HNEDKCNO_00016	gene	nagA		
HNEDKCNO_00017	CDS			hypothetical protein
HNEDKCNO_00017	gene			
HNEDKCNO_00018	CDS	xdh	1.1.1.179	D-xylose dehydrogenase
HNEDKCNO_00018	gene	xdh		
HNEDKCNO_00019	CDS	iolE_1	4.2.1.44	Inosose dehydratase
HNEDKCNO_00019	gene	iolE_1		
HNEDKCNO_00020	CDS			hypothetical protein
HNEDKCNO_00020	gene			
HNEDKCNO_00021	CDS	ugpC_1	3.6.3.20	sn-glycerol-3-phosphate import ATP-binding protein UgpC
HNEDKCNO_00021	gene	ugpC_1		
HNEDKCNO_00022	CDS	araQ_1		L-arabinose transport system permease protein AraQ
HNEDKCNO_00022	gene	araQ_1		
HNEDKCNO_00023	CDS	lacF_1		Lactose transport system permease protein LacF
HNEDKCNO_00023	gene	lacF_1		
HNEDKCNO_00024	CDS			putative sugar-binding periplasmic protein
HNEDKCNO_00024	gene			
HNEDKCNO_00025	CDS	rafR		HTH-type transcriptional regulator RafR
HNEDKCNO_00025	gene	rafR		
HNEDKCNO_00026	CDS	iolE_2	4.2.1.44	Inosose dehydratase
HNEDKCNO_00026	gene	iolE_2		
HNEDKCNO_00027	CDS			hypothetical protein
HNEDKCNO_00027	gene			
HNEDKCNO_00028	CDS			hypothetical protein
HNEDKCNO_00028	gene			
HNEDKCNO_00029	CDS			hypothetical protein
HNEDKCNO_00029	gene			
HNEDKCNO_00030	CDS	dus	1.3.1.-	putative tRNA-dihydrouridine synthase
HNEDKCNO_00030	gene	dus		
HNEDKCNO_00031	CDS	glnL	2.7.13.3	Nitrogen regulation protein NR(II)
HNEDKCNO_00031	gene	glnL		
