locus_tag	ftype	gene	EC_number	product
OCGECAPE_00001	CDS			hypothetical protein
OCGECAPE_00001	gene			
OCGECAPE_00002	CDS			hypothetical protein
OCGECAPE_00002	gene			
OCGECAPE_00003	CDS	infC_1		Translation initiation factor IF-3
OCGECAPE_00003	gene	infC_1		
OCGECAPE_00004	CDS	rpmI_1		50S ribosomal protein L35
OCGECAPE_00004	gene	rpmI_1		
OCGECAPE_00005	CDS	rplT_1		50S ribosomal protein L20
OCGECAPE_00005	gene	rplT_1		
OCGECAPE_00006	CDS	tsnR	2.1.1.230	23S rRNA (adenosine(1067)-2'-O)-methyltransferase
OCGECAPE_00006	gene	tsnR		
OCGECAPE_00007	CDS			hypothetical protein
OCGECAPE_00007	gene			
OCGECAPE_00008	CDS	cysD_1	2.7.7.4	Sulfate adenylyltransferase subunit 2
OCGECAPE_00008	gene	cysD_1		
OCGECAPE_00009	CDS	cysNC_1		Bifunctional enzyme CysN/CysC
OCGECAPE_00009	gene	cysNC_1		
OCGECAPE_00010	CDS			hypothetical protein
OCGECAPE_00010	gene			
OCGECAPE_00011	CDS	fdhD_1		Sulfurtransferase FdhD
OCGECAPE_00011	gene	fdhD_1		
OCGECAPE_00012	CDS	mobA	2.7.7.77	putative molybdenum cofactor guanylyltransferase
OCGECAPE_00012	gene	mobA		
OCGECAPE_00013	CDS			hypothetical protein
OCGECAPE_00013	gene			
OCGECAPE_00014	CDS	cetB	5.1.3.33	2-epi-5-epi-valiolone epimerase
OCGECAPE_00014	gene	cetB		
OCGECAPE_00015	CDS	trpI		HTH-type transcriptional regulator TrpI
OCGECAPE_00015	gene	trpI		
OCGECAPE_00016	CDS	hemH	4.99.1.1	Ferrochelatase
OCGECAPE_00016	gene	hemH		
OCGECAPE_00017	CDS			hypothetical protein
OCGECAPE_00017	gene			
OCGECAPE_00018	CDS			hypothetical protein
OCGECAPE_00018	gene			
OCGECAPE_00019	CDS			hypothetical protein
OCGECAPE_00019	gene			
OCGECAPE_00020	CDS			hypothetical protein
OCGECAPE_00020	gene			
OCGECAPE_00021	CDS			hypothetical protein
OCGECAPE_00021	gene			
OCGECAPE_00022	CDS			hypothetical protein
OCGECAPE_00022	gene			
OCGECAPE_00023	CDS	rapA	3.6.4.-	RNA polymerase-associated protein RapA
OCGECAPE_00023	gene	rapA		
OCGECAPE_00024	CDS			hypothetical protein
OCGECAPE_00024	gene			
OCGECAPE_00025	CDS			hypothetical protein
OCGECAPE_00025	gene			
OCGECAPE_00026	CDS			hypothetical protein
OCGECAPE_00026	gene			
OCGECAPE_00027	CDS	clpB_1		Chaperone protein ClpB
OCGECAPE_00027	gene	clpB_1		
OCGECAPE_00028	CDS			hypothetical protein
OCGECAPE_00028	gene			
OCGECAPE_00029	CDS	pncB2_1	6.3.4.21	Nicotinate phosphoribosyltransferase pncB2
OCGECAPE_00029	gene	pncB2_1		
OCGECAPE_00030	CDS	nicB	1.17.2.1	Nicotinate dehydrogenase subunit B
OCGECAPE_00030	gene	nicB		
OCGECAPE_00031	CDS	crtI_1	1.3.99.31	Phytoene desaturase (lycopene-forming)
OCGECAPE_00031	gene	crtI_1		
