locus_tag	ftype	gene	EC_number	product
MILJHNFP_00001	CDS	hflC		Modulator of FtsH protease HflC
MILJHNFP_00001	gene	hflC		
MILJHNFP_00002	CDS			hypothetical protein
MILJHNFP_00002	gene			
MILJHNFP_00003	CDS	prmA	2.1.1.-	Ribosomal protein L11 methyltransferase
MILJHNFP_00003	gene	prmA		
MILJHNFP_00004	CDS			hypothetical protein
MILJHNFP_00004	gene			
MILJHNFP_00005	CDS	hemE	4.1.1.37	Uroporphyrinogen decarboxylase
MILJHNFP_00005	gene	hemE		
MILJHNFP_00006	CDS			hypothetical protein
MILJHNFP_00006	gene			
MILJHNFP_00007	CDS	msrP	1.8.5.-	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
MILJHNFP_00007	gene	msrP		
MILJHNFP_00008	CDS	macB	3.6.3.-	Macrolide export ATP-binding/permease protein MacB
MILJHNFP_00008	gene	macB		
MILJHNFP_00009	CDS			hypothetical protein
MILJHNFP_00009	gene			
MILJHNFP_00010	CDS			hypothetical protein
MILJHNFP_00010	gene			
MILJHNFP_00011	CDS	bepA_1	3.4.-.-	Beta-barrel assembly-enhancing protease
MILJHNFP_00011	gene	bepA_1		
MILJHNFP_00012	CDS			hypothetical protein
MILJHNFP_00012	gene			
MILJHNFP_00013	CDS			hypothetical protein
MILJHNFP_00013	gene			
MILJHNFP_00014	CDS			hypothetical protein
MILJHNFP_00014	gene			
MILJHNFP_00015	CDS		1.-.-.-	putative oxidoreductase
MILJHNFP_00015	gene			
MILJHNFP_00016	CDS			hypothetical protein
MILJHNFP_00016	gene			
MILJHNFP_00017	CDS			hypothetical protein
MILJHNFP_00017	gene			
MILJHNFP_00018	CDS			hypothetical protein
MILJHNFP_00018	gene			
MILJHNFP_00019	CDS	aruH	2.6.1.84	Arginine--pyruvate transaminase AruH
MILJHNFP_00019	gene	aruH		
MILJHNFP_00020	CDS			hypothetical protein
MILJHNFP_00020	gene			
MILJHNFP_00021	CDS	ctaA	1.3.-.-	Heme A synthase
MILJHNFP_00021	gene	ctaA		
MILJHNFP_00022	CDS			hypothetical protein
MILJHNFP_00022	gene			
MILJHNFP_00023	CDS			hypothetical protein
MILJHNFP_00023	gene			
MILJHNFP_00024	CDS	pimB	2.4.1.57	GDP-mannose-dependent monoacylated alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase
MILJHNFP_00024	gene	pimB		
MILJHNFP_00025	CDS			hypothetical protein
MILJHNFP_00025	gene			
MILJHNFP_00026	CDS		2.7.1.-	Putative aminoglycoside phosphotransferase
MILJHNFP_00026	gene			
MILJHNFP_00027	CDS	ptsN	2.7.1.-	Nitrogen regulatory protein
MILJHNFP_00027	gene	ptsN		
MILJHNFP_00028	CDS	clcA		H(+)/Cl(-) exchange transporter ClcA
MILJHNFP_00028	gene	clcA		
MILJHNFP_00029	CDS	ihfB		Integration host factor subunit beta
MILJHNFP_00029	gene	ihfB		
MILJHNFP_00030	CDS	fliM_1		Flagellar motor switch protein FliM
MILJHNFP_00030	gene	fliM_1		
MILJHNFP_00031	CDS	mutX_1	3.6.1.55	8-oxo-dGTP diphosphatase
MILJHNFP_00031	gene	mutX_1		
MILJHNFP_00032	CDS			hypothetical protein
MILJHNFP_00032	gene			
MILJHNFP_00033	tRNA			tRNA-Asn(gtt)
MILJHNFP_00033	gene			
MILJHNFP_00034	CDS	rtxA	3.4.22.-	Multifunctional-autoprocessing repeats-in-toxin
MILJHNFP_00034	gene	rtxA		
MILJHNFP_00035	CDS	yncB	3.1.-.-	Endonuclease YncB
MILJHNFP_00035	gene	yncB		
MILJHNFP_00036	CDS	rbsC_1		Ribose import permease protein RbsC
MILJHNFP_00036	gene	rbsC_1		
MILJHNFP_00037	CDS	mglA_1	3.6.3.17	Galactose/methyl galactoside import ATP-binding protein MglA
MILJHNFP_00037	gene	mglA_1		
MILJHNFP_00038	CDS	afr_1	1.1.1.292	1,5-anhydro-D-fructose reductase
MILJHNFP_00038	gene	afr_1		
MILJHNFP_00039	CDS	dksA_1		RNA polymerase-binding transcription factor DksA
MILJHNFP_00039	gene	dksA_1		
MILJHNFP_00040	CDS	uctC	2.8.3.19	Acetyl-CoA:oxalate CoA-transferase
MILJHNFP_00040	gene	uctC		
MILJHNFP_00041	CDS	araD	4.2.1.43	L-2-keto-3-deoxyarabonate dehydratase
MILJHNFP_00041	gene	araD		
MILJHNFP_00042	CDS	gntR		putative D-xylose utilization operon transcriptional repressor
MILJHNFP_00042	gene	gntR		
MILJHNFP_00043	CDS			hypothetical protein
MILJHNFP_00043	gene			
MILJHNFP_00044	CDS	cyaB	4.6.1.1	Adenylate cyclase 2
MILJHNFP_00044	gene	cyaB		
MILJHNFP_00045	CDS			hypothetical protein
MILJHNFP_00045	gene			
MILJHNFP_00046	CDS	fdhC		Fructose dehydrogenase cytochrome subunit
MILJHNFP_00046	gene	fdhC		
MILJHNFP_00047	CDS			Cytochrome c'
MILJHNFP_00047	gene			
MILJHNFP_00048	CDS			hypothetical protein
MILJHNFP_00048	gene			
MILJHNFP_00049	CDS			hypothetical protein
MILJHNFP_00049	gene			
MILJHNFP_00050	CDS			hypothetical protein
MILJHNFP_00050	gene			
MILJHNFP_00051	CDS	fliC_1		B-type flagellin
MILJHNFP_00051	gene	fliC_1		
MILJHNFP_00052	CDS			hypothetical protein
MILJHNFP_00052	gene			
MILJHNFP_00053	CDS	gcvH		Glycine cleavage system H protein
MILJHNFP_00053	gene	gcvH		
MILJHNFP_00054	CDS	degQ	3.4.21.107	Periplasmic pH-dependent serine endoprotease DegQ
MILJHNFP_00054	gene	degQ		
MILJHNFP_00055	CDS			hypothetical protein
MILJHNFP_00055	gene			
MILJHNFP_00056	CDS			hypothetical protein
MILJHNFP_00056	gene			
MILJHNFP_00057	CDS	tarD	4.2.1.81	D(-)-tartrate dehydratase
MILJHNFP_00057	gene	tarD		
MILJHNFP_00058	CDS	fbpC	3.6.3.30	Fe(3+) ions import ATP-binding protein FbpC
MILJHNFP_00058	gene	fbpC		
MILJHNFP_00059	CDS			hypothetical protein
MILJHNFP_00059	gene			
MILJHNFP_00060	CDS			hypothetical protein
MILJHNFP_00060	gene			
MILJHNFP_00061	CDS			hypothetical protein
MILJHNFP_00061	gene			
MILJHNFP_00062	CDS	rhtB		Homoserine/homoserine lactone efflux protein
MILJHNFP_00062	gene	rhtB		
MILJHNFP_00063	CDS	braC		Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
MILJHNFP_00063	gene	braC		
MILJHNFP_00064	CDS			hypothetical protein
MILJHNFP_00064	gene			
MILJHNFP_00065	CDS			hypothetical protein
MILJHNFP_00065	gene			
MILJHNFP_00066	CDS	yciC		Putative metal chaperone YciC
MILJHNFP_00066	gene	yciC		
MILJHNFP_00067	CDS			hypothetical protein
MILJHNFP_00067	gene			
MILJHNFP_00068	CDS			hypothetical protein
MILJHNFP_00068	gene			
MILJHNFP_00069	CDS	znuA		High-affinity zinc uptake system protein ZnuA
MILJHNFP_00069	gene	znuA		
MILJHNFP_00070	CDS			hypothetical protein
MILJHNFP_00070	gene			
MILJHNFP_00071	CDS			hypothetical protein
MILJHNFP_00071	gene			
MILJHNFP_00072	CDS	glnL	2.7.13.3	Nitrogen regulation protein NR(II)
MILJHNFP_00072	gene	glnL		
MILJHNFP_00073	CDS			hypothetical protein
MILJHNFP_00073	gene			
MILJHNFP_00074	CDS	kynU_1	3.7.1.3	Kynureninase
MILJHNFP_00074	gene	kynU_1		
MILJHNFP_00075	CDS	crnA	3.5.2.10	Creatinine amidohydrolase
MILJHNFP_00075	gene	crnA		
MILJHNFP_00076	CDS			hypothetical protein
MILJHNFP_00076	gene			
MILJHNFP_00077	CDS	bacC	1.1.1.385	Dihydroanticapsin 7-dehydrogenase
MILJHNFP_00077	gene	bacC		
MILJHNFP_00078	CDS			hypothetical protein
MILJHNFP_00078	gene			
MILJHNFP_00079	CDS	carB	6.3.5.5	Carbamoyl-phosphate synthase large chain
MILJHNFP_00079	gene	carB		
MILJHNFP_00080	CDS			hypothetical protein
MILJHNFP_00080	gene			
