locus_tag	ftype	gene	EC_number	product
KCJPJDFE_00001	tRNA			tRNA-Cys(gca)
KCJPJDFE_00001	gene			
KCJPJDFE_00002	CDS			hypothetical protein
KCJPJDFE_00002	gene			
KCJPJDFE_00003	CDS	thrC_1	4.2.3.1	Threonine synthase
KCJPJDFE_00003	gene	thrC_1		
KCJPJDFE_00004	CDS			hypothetical protein
KCJPJDFE_00004	gene			
KCJPJDFE_00005	CDS	rnhA	3.1.26.4	Ribonuclease H
KCJPJDFE_00005	gene	rnhA		
KCJPJDFE_00006	CDS	gcvH_1		Glycine cleavage system H protein
KCJPJDFE_00006	gene	gcvH_1		
KCJPJDFE_00007	CDS			hypothetical protein
KCJPJDFE_00007	gene			
KCJPJDFE_00008	CDS			hypothetical protein
KCJPJDFE_00008	gene			
KCJPJDFE_00009	CDS			hypothetical protein
KCJPJDFE_00009	gene			
KCJPJDFE_00010	CDS			hypothetical protein
KCJPJDFE_00010	gene			
KCJPJDFE_00011	CDS	leuB	1.1.1.85	3-isopropylmalate/3-methylmalate dehydrogenase
KCJPJDFE_00011	gene	leuB		
KCJPJDFE_00012	CDS		6.3.2.36	4-phosphopantoate--beta-alanine ligase
KCJPJDFE_00012	gene			
KCJPJDFE_00013	CDS			hypothetical protein
KCJPJDFE_00013	gene			
KCJPJDFE_00014	CDS	dadA	1.4.99.-	D-amino acid dehydrogenase
KCJPJDFE_00014	gene	dadA		
KCJPJDFE_00015	CDS			hypothetical protein
KCJPJDFE_00015	gene			
KCJPJDFE_00016	CDS			hypothetical protein
KCJPJDFE_00016	gene			
KCJPJDFE_00017	CDS	metK	2.5.1.6	S-adenosylmethionine synthase
KCJPJDFE_00017	gene	metK		
KCJPJDFE_00018	CDS	wtpC_1	3.6.3.-	Molybdate/tungstate import ATP-binding protein WtpC
KCJPJDFE_00018	gene	wtpC_1		
KCJPJDFE_00019	CDS			hypothetical protein
KCJPJDFE_00019	gene			
KCJPJDFE_00020	CDS			hypothetical protein
KCJPJDFE_00020	gene			
KCJPJDFE_00021	CDS			hypothetical protein
KCJPJDFE_00021	gene			
KCJPJDFE_00022	CDS			hypothetical protein
KCJPJDFE_00022	gene			
KCJPJDFE_00023	CDS			hypothetical protein
KCJPJDFE_00023	gene			
KCJPJDFE_00024	CDS			hypothetical protein
KCJPJDFE_00024	gene			
KCJPJDFE_00025	CDS	mptE	2.7.6.3	6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase
KCJPJDFE_00025	gene	mptE		
KCJPJDFE_00026	CDS	polC_1	2.7.7.7	DNA polymerase II large subunit
KCJPJDFE_00026	gene	polC_1		
KCJPJDFE_00027	CDS	pyrE_1	2.4.2.10	Orotate phosphoribosyltransferase
KCJPJDFE_00027	gene	pyrE_1		
KCJPJDFE_00028	CDS			hypothetical protein
KCJPJDFE_00028	gene			
KCJPJDFE_00029	CDS			hypothetical protein
KCJPJDFE_00029	gene			
KCJPJDFE_00030	CDS			hypothetical protein
KCJPJDFE_00030	gene			
KCJPJDFE_00031	CDS			Iron-sulfur cluster carrier protein
KCJPJDFE_00031	gene			
KCJPJDFE_00032	CDS			hypothetical protein
KCJPJDFE_00032	gene			
KCJPJDFE_00033	CDS			hypothetical protein
KCJPJDFE_00033	gene			
KCJPJDFE_00034	CDS			hypothetical protein
KCJPJDFE_00034	gene			
KCJPJDFE_00035	CDS			hypothetical protein
KCJPJDFE_00035	gene			
KCJPJDFE_00036	CDS	hcy		Halocyanin
KCJPJDFE_00036	gene	hcy		
KCJPJDFE_00037	CDS	aspS	6.1.1.12	Aspartate--tRNA(Asp) ligase
KCJPJDFE_00037	gene	aspS		
KCJPJDFE_00038	CDS			hypothetical protein
KCJPJDFE_00038	gene			
KCJPJDFE_00039	CDS	trmI	2.1.1.219	tRNA (adenine(57)-N(1)/adenine(58)-N(1))-methyltransferase TrmI
KCJPJDFE_00039	gene	trmI		
KCJPJDFE_00040	CDS			hypothetical protein
KCJPJDFE_00040	gene			
KCJPJDFE_00041	CDS		3.4.21.-	Archaeal Lon protease
KCJPJDFE_00041	gene			
KCJPJDFE_00042	CDS			hypothetical protein
KCJPJDFE_00042	gene			
KCJPJDFE_00043	CDS			hypothetical protein
KCJPJDFE_00043	gene			
KCJPJDFE_00044	CDS	scdA		Iron-sulfur cluster repair protein ScdA
KCJPJDFE_00044	gene	scdA		
KCJPJDFE_00045	CDS	argO		Arginine exporter protein ArgO
KCJPJDFE_00045	gene	argO		
KCJPJDFE_00046	CDS	purA	6.3.4.4	Adenylosuccinate synthetase
KCJPJDFE_00046	gene	purA		
KCJPJDFE_00047	CDS			hypothetical protein
KCJPJDFE_00047	gene			
KCJPJDFE_00048	CDS	aldhT	1.2.1.26	2,5-dioxopentanoate dehydrogenase
KCJPJDFE_00048	gene	aldhT		
KCJPJDFE_00049	CDS			hypothetical protein
KCJPJDFE_00049	gene			
KCJPJDFE_00050	CDS			hypothetical protein
KCJPJDFE_00050	gene			
KCJPJDFE_00051	CDS			hypothetical protein
KCJPJDFE_00051	gene			
KCJPJDFE_00052	CDS			hypothetical protein
KCJPJDFE_00052	gene			
KCJPJDFE_00053	CDS	pyrG_1	6.3.4.2	CTP synthase
KCJPJDFE_00053	gene	pyrG_1		
KCJPJDFE_00054	CDS	gmd	4.2.1.47	GDP-mannose 4,6-dehydratase
KCJPJDFE_00054	gene	gmd		
KCJPJDFE_00055	CDS	ths_1		Thermosome subunit
KCJPJDFE_00055	gene	ths_1		
KCJPJDFE_00056	CDS			hypothetical protein
KCJPJDFE_00056	gene			
KCJPJDFE_00057	CDS	dnaK		Chaperone protein DnaK
KCJPJDFE_00057	gene	dnaK		
KCJPJDFE_00058	CDS	pepA	3.4.11.10	cytosol aminopeptidase
KCJPJDFE_00058	gene	pepA		
KCJPJDFE_00059	CDS			hypothetical protein
KCJPJDFE_00059	gene			
KCJPJDFE_00060	CDS		3.5.3.24	N(1)-aminopropylagmatine ureohydrolase
KCJPJDFE_00060	gene			
KCJPJDFE_00061	CDS			hypothetical protein
KCJPJDFE_00061	gene			
KCJPJDFE_00062	CDS			hypothetical protein
KCJPJDFE_00062	gene			
KCJPJDFE_00063	CDS			hypothetical protein
KCJPJDFE_00063	gene			
KCJPJDFE_00064	tRNA			tRNA-Gly(gcc)
KCJPJDFE_00064	gene			
KCJPJDFE_00065	CDS			hypothetical protein
KCJPJDFE_00065	gene			
KCJPJDFE_00066	CDS			hypothetical protein
KCJPJDFE_00066	gene			
KCJPJDFE_00067	CDS			Iron-sulfur cluster carrier protein
KCJPJDFE_00067	gene			
KCJPJDFE_00068	CDS			hypothetical protein
KCJPJDFE_00068	gene			
KCJPJDFE_00069	CDS	nadA	2.5.1.72	Quinolinate synthase A
KCJPJDFE_00069	gene	nadA		
KCJPJDFE_00070	CDS			putative bifunctional tRNA threonylcarbamoyladenosine biosynthesis protein
KCJPJDFE_00070	gene			
KCJPJDFE_00071	CDS		3.6.1.9	Non-canonical purine NTP pyrophosphatase
KCJPJDFE_00071	gene			
KCJPJDFE_00072	CDS			hypothetical protein
KCJPJDFE_00072	gene			
KCJPJDFE_00073	CDS		4.2.1.116	3-hydroxypropionyl-coenzyme A dehydratase
KCJPJDFE_00073	gene			
KCJPJDFE_00074	CDS			hypothetical protein
KCJPJDFE_00074	gene			
KCJPJDFE_00075	CDS			hypothetical protein
KCJPJDFE_00075	gene			
KCJPJDFE_00076	CDS	pcn		DNA polymerase sliding clamp
KCJPJDFE_00076	gene	pcn		
KCJPJDFE_00077	CDS	tfs		Transcription factor S
KCJPJDFE_00077	gene	tfs		
KCJPJDFE_00078	CDS	crcB		Putative fluoride ion transporter CrcB
KCJPJDFE_00078	gene	crcB		
KCJPJDFE_00079	CDS			putative NOP5 family protein
KCJPJDFE_00079	gene			
KCJPJDFE_00080	CDS	flpA	2.1.1.-	Fibrillarin-like rRNA/tRNA 2'-O-methyltransferase
KCJPJDFE_00080	gene	flpA		
KCJPJDFE_00081	CDS			hypothetical protein
KCJPJDFE_00081	gene			
KCJPJDFE_00082	CDS			hypothetical protein
KCJPJDFE_00082	gene			
KCJPJDFE_00083	CDS			hypothetical protein
KCJPJDFE_00083	gene			
KCJPJDFE_00084	CDS			hypothetical protein
KCJPJDFE_00084	gene			
KCJPJDFE_00085	CDS			hypothetical protein
KCJPJDFE_00085	gene			
KCJPJDFE_00086	CDS	ccmE		Cytochrome c-type biogenesis protein CcmE
KCJPJDFE_00086	gene	ccmE		
KCJPJDFE_00087	CDS	pyrD	1.3.5.2	Dihydroorotate dehydrogenase (quinone)
KCJPJDFE_00087	gene	pyrD		
KCJPJDFE_00088	CDS			hypothetical protein
KCJPJDFE_00088	gene			
KCJPJDFE_00089	CDS	rgy		Reverse gyrase
KCJPJDFE_00089	gene	rgy		
KCJPJDFE_00090	CDS		1.3.7.11	Digeranylgeranylglycerophospholipid reductase
KCJPJDFE_00090	gene			
KCJPJDFE_00091	CDS			hypothetical protein
KCJPJDFE_00091	gene			
KCJPJDFE_00092	CDS	cofH	2.5.1.77	FO synthase subunit 2
KCJPJDFE_00092	gene	cofH		
KCJPJDFE_00093	CDS	pepQ_1	3.4.13.9	Xaa-Pro dipeptidase
KCJPJDFE_00093	gene	pepQ_1		
KCJPJDFE_00094	CDS			hypothetical protein
KCJPJDFE_00094	gene			
KCJPJDFE_00095	CDS	hldE	2.7.7.70	Bifunctional protein HldE
KCJPJDFE_00095	gene	hldE		
KCJPJDFE_00096	CDS	endA	4.6.1.16	tRNA-splicing endonuclease
KCJPJDFE_00096	gene	endA		
KCJPJDFE_00097	CDS			hypothetical protein
KCJPJDFE_00097	gene			
KCJPJDFE_00098	CDS	tatC_1		Sec-independent protein translocase protein TatC
KCJPJDFE_00098	gene	tatC_1		
KCJPJDFE_00099	CDS			hypothetical protein
KCJPJDFE_00099	gene			
KCJPJDFE_00100	CDS			hypothetical protein
KCJPJDFE_00100	gene			
KCJPJDFE_00101	CDS			hypothetical protein
KCJPJDFE_00101	gene			
KCJPJDFE_00102	CDS	ald	1.4.1.1	Alanine dehydrogenase
KCJPJDFE_00102	gene	ald		
KCJPJDFE_00103	CDS			hypothetical protein
KCJPJDFE_00103	gene			
KCJPJDFE_00104	CDS	mdh	1.1.1.37	Malate dehydrogenase
KCJPJDFE_00104	gene	mdh		
KCJPJDFE_00105	CDS	rppH_1	3.6.1.-	RNA pyrophosphohydrolase
KCJPJDFE_00105	gene	rppH_1		
KCJPJDFE_00106	tRNA			tRNA-Pro(tgg)
KCJPJDFE_00106	gene			
KCJPJDFE_00107	CDS			hypothetical protein
KCJPJDFE_00107	gene			
KCJPJDFE_00108	CDS			hypothetical protein
KCJPJDFE_00108	gene			
KCJPJDFE_00109	CDS	rnj	3.1.-.-	Ribonuclease J
KCJPJDFE_00109	gene	rnj		
KCJPJDFE_00110	CDS	psmB	3.4.25.1	Proteasome subunit beta
KCJPJDFE_00110	gene	psmB		
KCJPJDFE_00111	CDS			hypothetical protein
KCJPJDFE_00111	gene			
KCJPJDFE_00112	CDS			hypothetical protein
KCJPJDFE_00112	gene			
KCJPJDFE_00113	CDS	trpS	6.1.1.2	Tryptophan--tRNA ligase
KCJPJDFE_00113	gene	trpS		
KCJPJDFE_00114	CDS			hypothetical protein
KCJPJDFE_00114	gene			
KCJPJDFE_00115	CDS			hypothetical protein
KCJPJDFE_00115	gene			
KCJPJDFE_00116	CDS			hypothetical protein
KCJPJDFE_00116	gene			
KCJPJDFE_00117	CDS	thyA	2.1.1.-	Putative thymidylate synthase
KCJPJDFE_00117	gene	thyA		
KCJPJDFE_00118	CDS	hdrB_1	1.5.1.3	Dihydrofolate reductase HdrB
KCJPJDFE_00118	gene	hdrB_1		
KCJPJDFE_00119	CDS			hypothetical protein
KCJPJDFE_00119	gene			
KCJPJDFE_00120	CDS			hypothetical protein
KCJPJDFE_00120	gene			
KCJPJDFE_00121	CDS			hypothetical protein
KCJPJDFE_00121	gene			
KCJPJDFE_00122	CDS			hypothetical protein
KCJPJDFE_00122	gene			
KCJPJDFE_00123	CDS			hypothetical protein
KCJPJDFE_00123	gene			
KCJPJDFE_00124	CDS		2.4.2.1	putative 6-oxopurine nucleoside phosphorylase
KCJPJDFE_00124	gene			
KCJPJDFE_00125	CDS	rps3ae		30S ribosomal protein S3Ae
KCJPJDFE_00125	gene	rps3ae		
KCJPJDFE_00126	CDS			hypothetical protein
KCJPJDFE_00126	gene			
KCJPJDFE_00127	CDS			hypothetical protein
KCJPJDFE_00127	gene			
KCJPJDFE_00128	CDS	pdxS	4.3.3.6	Pyridoxal 5'-phosphate synthase subunit PdxS
KCJPJDFE_00128	gene	pdxS		
KCJPJDFE_00129	CDS	smc_1		Chromosome partition protein Smc
KCJPJDFE_00129	gene	smc_1		
KCJPJDFE_00130	CDS			hypothetical protein
KCJPJDFE_00130	gene			
KCJPJDFE_00131	CDS	mntR_1		Transcriptional regulator MntR
KCJPJDFE_00131	gene	mntR_1		
KCJPJDFE_00132	CDS			hypothetical protein
KCJPJDFE_00132	gene			
KCJPJDFE_00133	CDS			hypothetical protein
KCJPJDFE_00133	gene			
KCJPJDFE_00134	CDS			hypothetical protein
KCJPJDFE_00134	gene			
KCJPJDFE_00135	CDS			hypothetical protein
KCJPJDFE_00135	gene			
KCJPJDFE_00136	CDS			hypothetical protein
KCJPJDFE_00136	gene			
KCJPJDFE_00137	CDS			50S ribosomal protein L30e
KCJPJDFE_00137	gene			
KCJPJDFE_00138	CDS	rpoA2	2.7.7.6	DNA-directed RNA polymerase subunit A''
KCJPJDFE_00138	gene	rpoA2		
KCJPJDFE_00139	CDS	rpoA1	2.7.7.6	DNA-directed RNA polymerase subunit A'
KCJPJDFE_00139	gene	rpoA1		
KCJPJDFE_00140	CDS	rpoB1	2.7.7.6	DNA-directed RNA polymerase subunit B'
KCJPJDFE_00140	gene	rpoB1		
KCJPJDFE_00141	CDS			hypothetical protein
KCJPJDFE_00141	gene			
KCJPJDFE_00142	tRNA			tRNA-Lys(ttt)
KCJPJDFE_00142	gene			
KCJPJDFE_00143	CDS		6.3.4.15	Putative biotin ligase
KCJPJDFE_00143	gene			
KCJPJDFE_00144	CDS			hypothetical protein
KCJPJDFE_00144	gene			
KCJPJDFE_00145	CDS	ftsZ		Cell division protein FtsZ
KCJPJDFE_00145	gene	ftsZ		
KCJPJDFE_00146	CDS			hypothetical protein
KCJPJDFE_00146	gene			
KCJPJDFE_00147	CDS	fen	3.1.-.-	Flap endonuclease 1
KCJPJDFE_00147	gene	fen		
KCJPJDFE_00148	CDS		2.1.1.213	tRNA (guanine(10)-N2)-dimethyltransferase
KCJPJDFE_00148	gene			
KCJPJDFE_00149	tRNA			tRNA-Arg(tcg)
KCJPJDFE_00149	gene			
KCJPJDFE_00150	CDS			hypothetical protein
KCJPJDFE_00150	gene			
KCJPJDFE_00151	CDS	trpB	4.2.1.20	Tryptophan synthase beta chain
KCJPJDFE_00151	gene	trpB		
KCJPJDFE_00152	CDS			hypothetical protein
KCJPJDFE_00152	gene			
KCJPJDFE_00153	CDS	arfC	1.1.1.302	2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase
KCJPJDFE_00153	gene	arfC		
KCJPJDFE_00154	CDS	yegS	2.7.1.-	lipid kinase YegS
