locus_tag	ftype	gene	EC_number	product
FGKJFFOG_00001	CDS			hypothetical protein
FGKJFFOG_00001	gene			
FGKJFFOG_00002	tRNA			tRNA-Pro(tgg)
FGKJFFOG_00002	gene			
FGKJFFOG_00003	CDS	psuG	4.2.1.70	Pseudouridine-5'-phosphate glycosidase
FGKJFFOG_00003	gene	psuG		
FGKJFFOG_00004	CDS			hypothetical protein
FGKJFFOG_00004	gene			
FGKJFFOG_00005	CDS			hypothetical protein
FGKJFFOG_00005	gene			
FGKJFFOG_00006	CDS	purS	6.3.5.3	Phosphoribosylformylglycinamidine synthase subunit PurS
FGKJFFOG_00006	gene	purS		
FGKJFFOG_00007	CDS	purC	6.3.2.6	Phosphoribosylaminoimidazole-succinocarboxamide synthase
FGKJFFOG_00007	gene	purC		
FGKJFFOG_00008	CDS	purE	5.4.99.18	N5-carboxyaminoimidazole ribonucleotide mutase
FGKJFFOG_00008	gene	purE		
FGKJFFOG_00009	CDS	pyrI		Aspartate carbamoyltransferase regulatory chain
FGKJFFOG_00009	gene	pyrI		
FGKJFFOG_00010	CDS	pyrB	2.1.3.2	Aspartate carbamoyltransferase
FGKJFFOG_00010	gene	pyrB		
FGKJFFOG_00011	CDS			hypothetical protein
FGKJFFOG_00011	gene			
FGKJFFOG_00012	CDS			hypothetical protein
FGKJFFOG_00012	gene			
FGKJFFOG_00013	CDS			hypothetical protein
FGKJFFOG_00013	gene			
FGKJFFOG_00014	CDS	oprF		Outer membrane porin F
FGKJFFOG_00014	gene	oprF		
FGKJFFOG_00015	CDS			hypothetical protein
FGKJFFOG_00015	gene			
FGKJFFOG_00016	CDS			hypothetical protein
FGKJFFOG_00016	gene			
FGKJFFOG_00017	CDS	czrA		HTH-type transcriptional repressor CzrA
FGKJFFOG_00017	gene	czrA		
FGKJFFOG_00018	CDS	tusA_1	2.8.1.-	Sulfurtransferase TusA
FGKJFFOG_00018	gene	tusA_1		
FGKJFFOG_00019	CDS			hypothetical protein
FGKJFFOG_00019	gene			
FGKJFFOG_00020	CDS	baeB	3.-.-.-	putative polyketide biosynthesis zinc-dependent hydrolase BaeB
FGKJFFOG_00020	gene	baeB		
FGKJFFOG_00021	CDS	ttrB_1		Tetrathionate reductase subunit B
