locus_tag	ftype	gene	EC_number	product
IOLNKBKD_00001	CDS	glmU_1		Bifunctional protein GlmU
IOLNKBKD_00001	gene	glmU_1		
IOLNKBKD_00002	CDS	fis		DNA-binding protein Fis
IOLNKBKD_00002	gene	fis		
IOLNKBKD_00003	CDS	mtaB	2.8.4.5	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
IOLNKBKD_00003	gene	mtaB		
IOLNKBKD_00004	CDS	atpH		ATP synthase subunit delta
IOLNKBKD_00004	gene	atpH		
IOLNKBKD_00005	CDS	atpF		ATP synthase subunit b
IOLNKBKD_00005	gene	atpF		
IOLNKBKD_00006	CDS	atpE		ATP synthase subunit c, sodium ion specific
IOLNKBKD_00006	gene	atpE		
IOLNKBKD_00007	CDS	atpB		ATP synthase subunit a
IOLNKBKD_00007	gene	atpB		
IOLNKBKD_00008	CDS			hypothetical protein
IOLNKBKD_00008	gene			
IOLNKBKD_00009	CDS	rsxB_1		Electron transport complex subunit RsxB
IOLNKBKD_00009	gene	rsxB_1		
IOLNKBKD_00010	CDS			hypothetical protein
IOLNKBKD_00010	gene			
IOLNKBKD_00011	CDS	pbuG		Guanine/hypoxanthine permease PbuG
IOLNKBKD_00011	gene	pbuG		
IOLNKBKD_00012	CDS	cca	2.7.7.72	CCA-adding enzyme
IOLNKBKD_00012	gene	cca		
IOLNKBKD_00013	CDS	hemE_1	4.1.1.37	Uroporphyrinogen decarboxylase
IOLNKBKD_00013	gene	hemE_1		
IOLNKBKD_00014	CDS	queG_1	1.17.99.6	Epoxyqueuosine reductase
IOLNKBKD_00014	gene	queG_1		
IOLNKBKD_00015	CDS	hdaH_1	3.5.1.-	Histone deacetylase-like amidohydrolase
IOLNKBKD_00015	gene	hdaH_1		
IOLNKBKD_00016	CDS			hypothetical protein
IOLNKBKD_00016	gene			
IOLNKBKD_00017	CDS			hypothetical protein
IOLNKBKD_00017	gene			
IOLNKBKD_00018	CDS			hypothetical protein
IOLNKBKD_00018	gene			
IOLNKBKD_00019	CDS			hypothetical protein
IOLNKBKD_00019	gene			
