locus_tag	ftype	gene	EC_number	product
MDMAKPON_00001	CDS			hypothetical protein
MDMAKPON_00001	gene			
MDMAKPON_00002	CDS		3.4.-.-	putative peptidase
MDMAKPON_00002	gene			
MDMAKPON_00003	CDS	bioB	2.8.1.6	Biotin synthase
MDMAKPON_00003	gene	bioB		
MDMAKPON_00004	CDS	bepA_1	3.4.-.-	Beta-barrel assembly-enhancing protease
MDMAKPON_00004	gene	bepA_1		
MDMAKPON_00005	CDS	leuD1_1	4.2.1.33	3-isopropylmalate dehydratase small subunit 1
MDMAKPON_00005	gene	leuD1_1		
MDMAKPON_00006	CDS	leuC_1	4.2.1.33	3-isopropylmalate dehydratase large subunit
MDMAKPON_00006	gene	leuC_1		
MDMAKPON_00007	CDS			hypothetical protein
MDMAKPON_00007	gene			
MDMAKPON_00008	CDS			hypothetical protein
MDMAKPON_00008	gene			
MDMAKPON_00009	CDS	wfgD_1	2.4.1.305	UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-glucosyltransferase WfgD
MDMAKPON_00009	gene	wfgD_1		
MDMAKPON_00010	CDS	tobZ	6.1.2.2	nebramycin 5' synthase
MDMAKPON_00010	gene	tobZ		
MDMAKPON_00011	CDS			hypothetical protein
MDMAKPON_00011	gene			
MDMAKPON_00012	CDS	epsJ	2.4.-.-	putative glycosyltransferase EpsJ
MDMAKPON_00012	gene	epsJ		
MDMAKPON_00013	CDS	fhcC_1		Formyltransferase/hydrolase complex Fhc subunit C
MDMAKPON_00013	gene	fhcC_1		
MDMAKPON_00014	CDS	hspA_1		Spore protein SP21
MDMAKPON_00014	gene	hspA_1		
MDMAKPON_00015	CDS			Acid shock protein
MDMAKPON_00015	gene			
MDMAKPON_00016	CDS	hspA_2		Spore protein SP21
MDMAKPON_00016	gene	hspA_2		
MDMAKPON_00017	CDS	fabZ_1	4.2.1.59	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
MDMAKPON_00017	gene	fabZ_1		
MDMAKPON_00018	CDS	acpP_1		Acyl carrier protein
MDMAKPON_00018	gene	acpP_1		
MDMAKPON_00019	CDS	fabZ_2	4.2.1.59	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
MDMAKPON_00019	gene	fabZ_2		
MDMAKPON_00020	CDS	fabF_1	2.3.1.179	3-oxoacyl-[acyl-carrier-protein] synthase 2
MDMAKPON_00020	gene	fabF_1		
MDMAKPON_00021	CDS			hypothetical protein
MDMAKPON_00021	gene			
MDMAKPON_00022	CDS			hypothetical protein
MDMAKPON_00022	gene			
MDMAKPON_00023	CDS	qcrB		Menaquinol-cytochrome c reductase cytochrome b subunit
MDMAKPON_00023	gene	qcrB		
MDMAKPON_00024	CDS	petC	1.10.9.1	Cytochrome b6-f complex iron-sulfur subunit
MDMAKPON_00024	gene	petC		
MDMAKPON_00025	CDS			hypothetical protein
MDMAKPON_00025	gene			
MDMAKPON_00026	CDS	purD_1	6.3.4.13	Phosphoribosylamine--glycine ligase
MDMAKPON_00026	gene	purD_1		
MDMAKPON_00027	CDS	iolG_1	1.1.1.18	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
MDMAKPON_00027	gene	iolG_1		
MDMAKPON_00028	CDS	leuB	1.1.1.85	3-isopropylmalate dehydrogenase
MDMAKPON_00028	gene	leuB		
MDMAKPON_00029	CDS			hypothetical protein
MDMAKPON_00029	gene			
MDMAKPON_00030	CDS			hypothetical protein
MDMAKPON_00030	gene			
MDMAKPON_00031	CDS	fdxA		Ferredoxin-1
MDMAKPON_00031	gene	fdxA		
MDMAKPON_00032	CDS			hypothetical protein
MDMAKPON_00032	gene			
MDMAKPON_00033	CDS			hypothetical protein
MDMAKPON_00033	gene			
MDMAKPON_00034	CDS			hypothetical protein
MDMAKPON_00034	gene			
MDMAKPON_00035	CDS	bamB_1		Outer membrane protein assembly factor BamB
MDMAKPON_00035	gene	bamB_1		
MDMAKPON_00036	CDS		3.5.1.11	Penicillin acylase
MDMAKPON_00036	gene			
MDMAKPON_00037	CDS			hypothetical protein
MDMAKPON_00037	gene			
MDMAKPON_00038	CDS			hypothetical protein
MDMAKPON_00038	gene			
MDMAKPON_00039	CDS			hypothetical protein
MDMAKPON_00039	gene			
MDMAKPON_00040	CDS			hypothetical protein
MDMAKPON_00040	gene			
MDMAKPON_00041	CDS			hypothetical protein
MDMAKPON_00041	gene			
MDMAKPON_00042	CDS	hrp1		Hypoxic response protein 1
MDMAKPON_00042	gene	hrp1		
MDMAKPON_00043	CDS			hypothetical protein
MDMAKPON_00043	gene			
MDMAKPON_00044	CDS			hypothetical protein
MDMAKPON_00044	gene			
MDMAKPON_00045	CDS			hypothetical protein
MDMAKPON_00045	gene			
MDMAKPON_00046	CDS			hypothetical protein
MDMAKPON_00046	gene			
MDMAKPON_00047	CDS			hypothetical protein
MDMAKPON_00047	gene			
MDMAKPON_00048	CDS			hypothetical protein
MDMAKPON_00048	gene			
MDMAKPON_00049	CDS			Monocarboxylate 2-oxoacid-binding periplasmic protein
MDMAKPON_00049	gene			
MDMAKPON_00050	CDS			hypothetical protein
MDMAKPON_00050	gene			
MDMAKPON_00051	CDS			hypothetical protein
MDMAKPON_00051	gene			
MDMAKPON_00052	CDS			hypothetical protein
MDMAKPON_00052	gene			
MDMAKPON_00053	CDS			hypothetical protein
